,股票代码,股票简称,关注,最新价
1301,SH603219,富佳股份,10,14.42
1302,SZ300268,*ST佳沃,10,8.85
1303,SH603070,万控智造,10,12.61
1304,SZ301307,美利信,10,25.51
1305,SZ301210,金杨股份,10,36.18
1306,SZ000615,*ST美谷,10,2.51
1307,SH688510,航亚科技,10,16.86
1308,SH600060,海信视像,10,25.81
1309,SZ300585,奥联电子,10,12.74
1310,SZ300360,炬华科技,10,14.59
1311,SZ002423,中粮资本,10,7.39
1312,SH603912,佳力图,10,7.2
1313,SZ300859,*ST西域,10,31.4
1314,SH603730,岱美股份,10,11.04
1315,SH600444,国机通用,10,14.3
1316,SZ002055,得润电子,10,7.04
1317,SZ000876,新希望,10,8.99
1318,SH603185,弘元绿能,10,23.54
1319,SH600886,国投电力,10,15.51
1320,SZ000776,广发证券,10,12.74
1321,SH600119,长江投资,10,7.52
1322,SZ301151,冠龙节能,10,16.4
1323,SH600583,海油工程,10,6.67
1324,SH688426,康为世纪,10,19.85
1325,SH603326,我乐家居,10,7.16
1326,SZ300740,水羊股份,10,18.5
1327,SZ002757,南兴股份,10,13.88
1328,SZ300904,威力传动,10,49.22
1329,SZ002532,天山铝业,10,6.95
1330,SH603896,寿仙谷,10,24.73
1331,SZ300363,博腾股份,10,17.05
1332,SH688227,品高股份,10,13.9
1333,SZ002939,长城证券,10,7.11
1334,SZ300258,精锻科技,10,9.56
1335,SZ002116,中国海诚,9,9.93
1336,SH600172,黄河旋风,9,3.13
1337,SH600160,巨化股份,9,22.5
1338,SH603125,常青科技,9,29.13
1339,SZ000698,沈阳化工,9,3.85
1340,SZ002845,同兴达,9,14.04
1341,SZ300151,昌红科技,9,14.52
1342,SH600684,珠江股份,9,2.8
1343,SZ002803,吉宏股份,9,15.37
1344,SZ301439,泓淋电力,9,13.11
1345,SZ301397,溯联股份,9,35.05
1346,SZ002791,坚朗五金,9,32.67
1347,SZ002835,同为股份,9,14.94
1348,SZ002965,祥鑫科技,9,34.46
1349,SZ002905,金逸影视,9,7.83
1350,SZ300287,飞利信,9,2.84
1351,SZ002722,物产金轮,9,12.54
1352,SZ300168,万达信息,9,5.83
1353,SH688103,国力股份,9,33.72
1354,SZ301137,哈焊华通,9,14.15
1355,SZ000739,普洛药业,9,12.85
1356,SH601113,华鼎股份,9,3.68
1357,SZ002673,西部证券,9,6.92
1358,SH688626,翔宇医疗,9,41.81
1359,SH600056,中国医药,9,10.57
1360,SZ300617,安靠智电,9,27.26
1361,SH688668,鼎通科技,9,56.11
1362,SZ002564,*ST天沃,9,4.0
1363,SH603893,瑞芯微,9,51.94
1364,BJ873167,新赣江,9,10.27
1365,SZ300830,金现代,9,5.87
1366,SH600071,凤凰光学,9,17.73
1367,SZ300300,海峡创新,9,2.7
1368,SZ001268,联合精密,9,18.72
1369,SH601326,秦港股份,9,3.29
1370,SH603658,安图生物,9,54.08
1371,SZ002021,*ST中捷,9,2.01
1372,SH600398,海澜之家,9,9.31
1373,SH600257,大湖股份,9,7.8
1374,SH603130,云中马,9,20.12
1375,SZ000962,东方钽业,9,12.05
1376,SH601628,中国人寿,9,26.53
1377,SZ002474,榕基软件,9,5.24
1378,SH600073,上海梅林,9,6.22
1379,SZ301511,德福科技,9,28.86
1380,SZ002957,科瑞技术,9,14.85
1381,SZ002179,中航光电,9,31.39
1382,SZ002560,通达股份,9,6.4
1383,SZ002689,远大智能,9,3.58
1384,SZ000514,渝开发,9,3.25
1385,SZ002487,大金重工,9,20.32
1386,SZ002436,兴森科技,9,11.22
1387,SZ300926,博俊科技,9,29.45
1388,SH600479,千金药业,9,10.91
1389,SZ301071,力量钻石,9,33.85
1390,SH600690,海尔智家,9,26.51
1391,SZ000010,美丽生态,9,2.14
1392,SZ301486,致尚科技,9,44.35
1393,SH600719,大连热电,9,7.72
1394,SH603606,东方电缆,9,42.3
1395,SZ300133,华策影视,9,7.35
1396,SH601000,唐山港,9,4.47
1397,SH605366,宏柏新材,9,7.31
1398,SZ301199,迈赫股份,9,21.44
1399,SH605567,春雪食品,9,9.15
1400,SZ003040,楚天龙,9,12.12
1401,SZ301199,迈赫股份,9,21.44
1402,SZ301349,信德新材,9,36.0
1403,SH605567,春雪食品,9,9.15
1404,SH688416,恒烁股份,9,39.1
1405,SZ301001,凯淳股份,9,18.73
1406,SZ300107,建新股份,9,8.68
1407,SH603586,金麒麟,9,13.6
1408,SH603363,傲农生物,9,4.33
1409,SZ300466,赛摩智能,9,7.93
1410,SZ301558,三态股份,9,10.15
1411,SH688228,开普云,9,42.89
1412,SZ001222,源飞宠物,9,12.78
1413,SZ300778,新城市,9,11.2
1414,SZ301508,中机认检,9,37.43
1415,SH603668,天马科技,9,14.18
1416,SZ300513,恒实科技,9,9.04
1417,SZ300264,佳创视讯,9,5.24
1418,SZ300622,博士眼镜,9,15.49
1419,SZ002323,雅博股份,9,1.6
1420,SZ002167,东方锆业,9,7.32
1421,SH603982,泉峰汽车,9,10.61
1422,SZ300987,川网传媒,9,14.17
1423,SH600138,中青旅,9,11.46
1424,SZ000409,云鼎科技,9,8.19
1425,SH688061,灿瑞科技,9,25.59
1426,SH600960,渤海汽车,9,3.49
1427,SH600958,东方证券,9,7.9
1428,SZ301004,嘉益股份,9,77.62
1429,SZ003012,东鹏控股,9,7.32
1430,SZ002869,金溢科技,9,19.14
1431,SZ002827,高争民爆,9,14.8
1432,SH600556,天下秀,9,4.58
1433,SH601702,华峰铝业,9,19.26
1434,SH600428,中远海特,9,6.18
1435,SH600391,航发科技,9,15.75
1436,SH605378,野马电池,9,22.36
1437,SH603595,东尼电子,9,20.8
1438,SH688362,甬矽电子,9,19.11
1439,SZ300471,厚普股份,9,9.99
1440,SH600023,浙能电力,9,6.65
1441,SZ300823,建科机械,9,21.98
1442,SH600010,包钢股份,9,1.64
1443,SH603963,大理药业,9,9.18
1444,SH603833,欧派家居,9,56.75
1445,SZ002783,凯龙股份,9,8.12
1446,SZ300909,汇创达,9,22.1
1447,SH600348,华阳股份,9,9.8
1448,SH600589,*ST榕泰,9,4.77
1449,SZ000798,中水渔业,9,7.54
1450,SZ000978,桂林旅游,9,8.0
1451,SZ003009,中天火箭,9,41.89
1452,SZ301234,五洲医疗,9,26.1
1453,SH601607,上海医药,9,16.72
1454,SH600198,大唐电信,9,5.72
1455,SZ002097,山河智能,9,7.37
1456,SZ300296,利亚德,9,4.66
1457,SZ000166,申万宏源,9,4.35
1458,SZ300520,科大国创,9,16.15
1459,SZ002926,华西证券,9,7.09
1460,SZ001202,炬申股份,9,14.85
1461,SZ002727,一心堂,9,20.13
1462,SZ300615,欣天科技,9,11.15
1463,SZ002327,富安娜,9,10.88
1464,SZ300491,通合科技,9,17.32
1465,SZ002780,三夫户外,9,14.43
1466,SZ300438,鹏辉能源,9,27.0
1467,SZ300882,万胜智能,9,21.5
1468,SH601669,中国电建,8,4.9
1469,SH601696,中银证券,8,9.51
1470,SH600381,青海春天,8,4.78
1471,SZ002123,梦网科技,8,8.23
1472,SH600280,中央商场,8,3.09
1473,SH601618,中国中冶,8,3.29
1474,SZ002212,天融信,8,6.45
1475,SZ000042,中洲控股,8,4.1
1476,SH603798,康普顿,8,10.78
1477,SZ001234,泰慕士,8,17.92
1478,SZ300389,艾比森,8,14.61
1479,SZ300601,康泰生物,8,20.96
1480,SH601077,渝农商行,8,4.55
1481,SZ002248,华东数控,8,7.48
1482,SZ300729,乐歌股份,8,19.41
1483,SH600062,华润双鹤,8,19.47
1484,SH603379,三美股份,8,42.82
1485,SH600629,华建集团,8,5.11
1486,SZ300322,硕贝德,8,9.59
1487,SZ301159,三维天地,8,31.73
1488,SH688029,南微医学,8,68.77
1489,SH603121,华培动力,8,8.05
1490,SH603062,麦加芯彩,8,40.0
1491,SH600860,京城股份,8,10.11
1492,SH600826,兰生股份,8,8.99
1493,SH603009,北特科技,8,14.77
1494,SZ301133,金钟股份,8,21.7
1495,SZ002933,新兴装备,8,27.75
1496,SZ300228,富瑞特装,8,8.34
1497,SH688478,晶升股份,8,28.1
1498,SZ001306,夏厦精密,8,62.6
1499,SZ300568,星源材质,8,11.52
1500,BJ838837,华原股份,8,5.69
1501,SH603806,福斯特,8,25.62
1502,SZ300866,安克创新,8,77.23
1503,SZ001269,欧晶科技,8,42.77
1504,SH600155,华创云信,8,6.65
1505,SH600156,华升股份,8,4.31
1506,SH688036,传音控股,8,164.24
1507,SH600792,云煤能源,8,4.67
1508,SH600801,华新水泥,8,14.47
1509,SH688020,方邦股份,8,28.51
1510,SH600753,庚星股份,8,7.26
1511,SH600988,赤峰黄金,8,21.01
1512,SZ301386,未来电器,8,22.85
1513,SZ002698,博实股份,8,15.08
1514,SH603528,多伦科技,8,6.38
1515,SH603301,振德医疗,8,19.94
1516,SH688719,爱科赛博,8,48.46
1517,SZ300748,金力永磁,8,15.48
1518,SZ300357,我武生物,8,22.35
1519,SZ002374,中锐股份,8,2.69
1520,SH688322,奥比中光-UW,8,25.7
1521,SZ002668,奥马电器,8,8.32
1522,SZ300189,神农科技,8,2.74
1523,SZ002922,伊戈尔,8,15.14
1524,SZ002749,国光股份,8,15.1
1525,SH688213,思特威-W,8,46.14
1526,SZ002419,天虹股份,8,5.1
1527,SZ300606,金太阳,8,20.43
1528,SZ300783,三只松鼠,8,23.21
1529,SH603626,科森科技,8,6.51
1530,SZ002157,*ST正邦,8,2.91
1531,SH600540,新赛股份,8,4.37
1532,SH601777,力帆科技,8,3.16
1533,SZ002124,天邦食品,8,3.07
1534,SH600850,电科数字,8,18.39
1535,SZ000415,渤海租赁,8,2.23
1536,SZ300031,宝通科技,8,12.88
1537,SH600779,水井坊,8,43.72
1538,SZ000518,四环生物,8,2.31
1539,SZ301053,远信工业,8,21.35
1540,SZ000679,大连友谊,8,4.11
1541,SZ002968,新大正,8,9.55
1542,SZ002462,嘉事堂,8,12.19
1543,SH601158,重庆水务,8,5.04
1544,SH688291,金橙子,8,19.59
1545,SZ301515,港通医疗,8,21.18
1546,SH688777,中控技术,8,44.6
1547,SH603959,百利科技,8,5.21
1548,SH603661,恒林股份,8,47.09
1549,SZ002407,多氟多,8,14.62
1550,SH601065,江盐集团,8,9.99
1551,SZ300527,中船应急,8,6.35
1552,SZ002664,信质集团,8,16.15
1553,SZ002512,达华智能,8,4.23
1554,SZ300507,苏奥传感,8,5.33
1555,SZ001229,魅视科技,8,33.28
1556,SZ001311,多利科技,8,35.52
1557,SZ002196,方正电机,8,5.79
1558,SZ300957,贝泰妮,8,57.0
1559,SH603132,金徽股份,8,14.43
1560,SH603486,科沃斯,8,34.18
1561,SH688569,铁科轨道,8,23.72
1562,SZ301110,青木股份,8,35.36
1563,SH603082,北自科技,8,36.97
1564,BJ873690,捷众科技,8,13.06
1565,SH600622,光大嘉宝,8,2.27
1566,SH600531,豫光金铅,8,7.44
1567,SZ002987,京北方,8,14.52
1568,SZ300081,恒信东方,8,6.75
1569,SZ002897,意华股份,8,31.95
1570,SZ002326,永太科技,8,9.93
1571,SZ002690,美亚光电,8,18.17
1572,SZ300684,中石科技,8,14.64
1573,SH600025,华能水电,8,9.81
1574,SZ002495,佳隆股份,8,2.21
1575,SZ002572,索菲亚,8,16.05
1576,SZ300685,艾德生物,8,20.56
1577,SZ001380,华纬科技,8,29.2
1578,SH603778,国晟科技,8,3.59
1579,SZ002546,新联电子,8,4.12
1580,SZ002175,东方智造,8,2.27
1581,SZ002162,悦心健康,8,3.8
1582,SH688366,昊海生科,8,94.68
1583,SH603270,金帝股份,8,23.53
1584,SH688439,振华风光,8,66.25
1585,SH600399,抚顺特钢,8,5.75
1586,SH600395,盘江股份,8,6.62
1587,SH600340,华夏幸福,8,1.27
1588,SH603080,新疆火炬,8,14.53
1589,SZ000551,创元科技,8,8.79
1590,SZ301519,舜禹股份,8,15.69
1591,SZ301348,蓝箭电子,8,30.72
1592,SZ301121,紫建电子,8,36.4
1593,SH603101,汇嘉时代,8,6.22
1594,SH600125,铁龙物流,8,5.81
1595,SZ000993,闽东电力,8,10.29
1596,SH605111,新洁能,8,35.52
1597,SH600137,浪莎股份,8,13.97
1598,SH600859,王府井,8,13.15
1599,SH603069,海汽集团,8,18.02
1600,SZ301348,蓝箭电子,8,30.72
1601,SH688580,伟思医疗,8,47.72
1602,SZ301299,卓创资讯,8,41.84
1603,SH600698,湖南天雁,8,4.32
1604,SZ300638,广和通,8,15.38
1605,SZ300260,新莱应材,8,24.2
1606,SH688602,康鹏科技,8,8.69
1607,SZ002363,隆基机械,8,6.91
1608,SZ002439,启明星辰,8,19.1
1609,SH603613,国联股份,8,21.08
1610,SZ002227,奥特迅,8,8.99
1611,SZ002467,二六三,8,3.66
1612,SH603900,莱绅通灵,8,10.92
1613,SZ300580,贝斯特,8,24.59
1614,SZ001286,陕西能源,8,10.38
1615,SH601019,山东出版,8,10.7
1616,SH600367,红星发展,7,11.43
1617,SH600389,江山股份,7,14.47
1618,SH605377,华旺科技,7,22.08
1619,SH603166,福达股份,7,5.92
1620,SH600331,宏达股份,7,6.93
1621,SZ300369,绿盟科技,7,6.39
1622,SH688779,长远锂科,7,5.58
1623,SH603335,迪生力,7,5.68
1624,SH603365,水星家纺,7,18.1
1625,SZ300766,每日互动,7,11.73
1626,SZ300432,富临精工,7,7.19
1627,SH601083,锦江航运,7,10.98
1628,SZ002138,顺络电子,7,25.09
1629,SH603866,桃李面包,7,6.22
1630,SH603221,爱丽家居,7,9.4
1631,SH603616,韩建河山,7,3.88
1632,SH601216,君正集团,7,3.86
1633,SH603193,润本股份,7,16.33
1634,SH600158,中体产业,7,8.18
1635,SH600730,中国高科,7,4.72
1636,SZ301269,华大九天,7,76.66
1637,SH603172,万丰股份,7,13.67
1638,SH600777,新潮能源,7,2.79
1639,SH603057,紫燕食品,7,19.39
1640,SZ301089,拓新药业,7,38.72
1641,SH600207,安彩高科,7,4.65
1642,SZ301566,达利凯普,7,16.81
1643,SH688363,华熙生物,7,53.0
1644,SZ300373,扬杰科技,7,35.38
1645,BJ831087,秋乐种业,7,8.02
1646,SH688306,均普智能,7,4.18
1647,SZ300690,双一科技,7,25.13
1648,SZ300672,国科微,7,46.58
1649,SZ002153,石基信息,7,6.52
1650,SZ002125,湘潭电化,7,10.22
1651,SZ000811,冰轮环境,7,11.12
1652,SH605268,王力安防,7,8.26
1653,SH600234,科新发展,7,4.82
1654,SH600221,海航控股,7,1.35
1655,SZ001979,招商蛇口,7,8.18
1656,SH688146,中船特气,7,28.41
1657,SH600185,格力地产,7,5.81
1658,SH600143,金发科技,7,7.11
1659,SH688075,安旭生物,7,33.61
1660,SH603110,东方材料,7,16.3
1661,SH688108,赛诺医疗,7,10.74
1662,SZ003033,征和工业,7,24.56
1663,SZ000982,中银绒业,7,1.24
1664,SZ000796,*ST凯撒,7,3.21
1665,SH688008,澜起科技,7,47.94
1666,SZ000629,钒钛股份,7,3.31
1667,SZ301165,锐捷网络,7,36.41
1668,SH688169,石头科技,7,348.0
1669,SH600979,广安爱众,7,3.33
1670,SH600971,恒源煤电,7,13.59
1671,SZ301085,亚康股份,7,49.0
1672,SZ301125,腾亚精工,7,13.78
1673,SZ300070,碧水源,7,4.81
1674,SH603073,彩蝶实业,7,17.68
1675,SZ000572,海马汽车,7,3.83
1676,SZ000058,深赛格,7,6.3
1677,SZ002824,和胜股份,7,17.37
1678,SH603568,伟明环保,7,19.16
1679,BJ830879,基康仪器,7,9.0
1680,SZ002989,中天精装,7,16.07
1681,SH600641,万业企业,7,12.15
1682,SH601916,浙商银行,7,2.95
1683,SH603991,至正股份,7,34.2
1684,SZ001301,尚太科技,7,34.46
1685,SH600027,华电国际,7,7.5
1686,SH603383,顶点软件,7,37.01
1687,SZ300377,赢时胜,7,5.94
1688,SH603313,梦百合,7,8.85
1689,SZ300403,汉宇集团,7,7.27
1690,SZ300433,蓝思科技,7,13.48
1691,SH603389,亚振家居,7,5.03
1692,SH603666,亿嘉和,7,23.57
1693,SZ000090,天健集团,7,4.35
1694,SZ300725,药石科技,7,33.44
1695,SH688639,华恒生物,7,109.7
1696,SZ002251,*ST步高,7,3.87
1697,SZ300765,新诺威,7,37.22
1698,SH601015,陕西黑猫,7,3.86
1699,SH601238,广汽集团,7,8.79
1700,SZ002358,森源电气,7,3.83
1701,SZ002262,恩华药业,7,22.56
1702,SZ200058,深赛格B,7,1.62
1703,SZ000887,中鼎股份,7,11.49
1704,SZ000983,山西焦煤,7,10.99
1705,SH600705,中航产融,7,2.9
1706,SZ301325,曼恩斯特,7,75.18
1707,SZ000596,古井贡酒,7,252.18
1708,SZ300052,中青宝,7,14.08
1709,SZ301050,雷电微力,7,44.9
1710,SZ301108,洁雅股份,7,27.77
1711,SH603025,大豪科技,7,11.82
1712,SH600877,电科芯片,7,11.74
1713,SZ301039,中集车辆,7,9.23
1714,SZ300307,慈星股份,7,5.12
1715,SZ001207,联科科技,7,15.12
1716,SH603608,天创时尚,7,5.55
1717,SH688559,海目星,7,29.2
1718,SZ300341,麦克奥迪,7,9.28
1719,SZ002849,威星智能,7,14.17
1720,SZ002493,荣盛石化,7,11.11
1721,SH601279,英利汽车,7,5.04
1722,SH601298,青岛港,7,7.94
1723,SH603605,珀莱雅,7,100.0
1724,SZ300571,平治信息,7,24.93
1725,SZ000008,神州高铁,7,2.38
1726,SZ002403,爱仕达,7,9.17
1727,SZ002402,和而泰,7,11.2
1728,SZ300850,新强联,7,23.2
1729,SZ300834,星辉环材,7,19.01
1730,SZ002127,南极电商,7,2.98
1731,SH600511,国药股份,7,33.4
1732,SZ301118,恒光股份,7,19.96
1733,SZ300337,银邦股份,7,6.83
1734,SH600596,新安股份,7,8.47
1735,SZ000157,中联重科,7,9.05
1736,SH688576,西山科技,7,71.71
1737,SZ002876,三利谱,7,24.77
1738,SH600187,国中水务,7,2.37
1739,SH600211,西藏药业,7,43.73
1740,SZ301049,超越科技,7,27.86
1741,SH605056,咸亨国际,7,12.38
1742,SH603195,公牛集团,7,104.88
1743,SH600992,贵绳股份,7,13.29
1744,SH603090,宏盛股份,7,21.57
1745,SH688525,佰维存储,7,44.42
1746,SH603579,荣泰健康,7,19.75
1747,SH688599,天合光能,7,21.75
1748,SZ000428,华天酒店,7,4.26
1749,SH688031,星环科技-U,7,42.52
1750,SH603079,圣达生物,7,10.51
1751,SZ301185,鸥玛软件,7,18.06
1752,SH688327,云从科技-UW,7,11.79
1753,SZ300467,迅游科技,7,13.7
1754,SZ002579,中京电子,7,7.41
1755,SZ002577,雷柏科技,7,13.33
1756,SZ002491,通鼎互联,7,4.69
1757,BJ838701,豪声电子,7,12.92
1758,SZ300895,铜牛信息,7,27.53
1759,SH603615,茶花股份,7,19.59
1760,SZ002469,三维化学,7,5.96
1761,SZ002185,华天科技,7,7.57
1762,SZ002925,盈趣科技,7,14.8
1763,SH688259,创耀科技,7,48.92
1764,SZ300676,华大基因,7,38.64
1765,SZ002508,老板电器,7,23.43
1766,SH601121,宝地矿业,7,7.36
1767,SZ002337,赛象科技,7,4.76
1768,SZ300542,新晨科技,7,10.94
1769,SZ002444,巨星科技,7,26.91
1770,SH600037,歌华有线,7,6.61
1771,SH688609,九联科技,7,10.75
1772,SZ002051,中工国际,7,7.35
1773,SZ002094,青岛金王,7,2.87
1774,SH600572,康恩贝,7,4.94
1775,SH600269,赣粤高速,7,4.86
1776,SH605098,行动教育,7,45.69
1777,SZ003042,中农联合,7,15.12
1778,SH600266,城建发展,7,3.68
1779,SZ000890,法尔胜,7,3.81
1780,SH688033,天宜上佳,7,9.87
1781,SZ000903,云内动力,7,2.49
1782,SZ301256,华融化学,7,7.27
1783,SH600606,绿地控股,7,1.77
1784,SZ301516,中远通,7,19.87
1785,SH688579,山大地纬,7,8.78
1786,SZ001309,德明利,7,121.97
1787,SZ300087,荃银高科,7,7.84
1788,SH601991,大唐发电,7,3.11
1789,SZ002329,皇氏集团,7,4.22
1790,SH601369,陕鼓动力,7,9.08
1791,SH601236,红塔证券,7,6.86
1792,SH603790,雅运股份,7,10.63
1793,SZ300612,宣亚国际,7,14.85
1794,SZ001270,铖昌科技,7,51.11
1795,SH603225,新凤鸣,7,14.67
1796,SZ002731,萃华珠宝,7,12.48
1797,SZ000524,岭南控股,7,9.66
1798,SH600674,川投能源,7,16.98
1799,SZ000012,南玻A,7,5.62
1800,SZ300634,彩讯股份,7,17.83
1801,SZ300989,蕾奥规划,7,16.54
1802,SZ002145,中核钛白,7,4.39
1803,SH605255,天普股份,6,14.37
1804,SZ002056,横店东磁,6,14.12
1805,SZ002120,韵达股份,6,7.02
1806,SH605100,华丰股份,6,14.75
1807,SH600189,泉阳泉,6,8.88
1808,SZ300378,鼎捷软件,6,16.64
1809,SZ002616,长青集团,6,4.57
1810,SZ000153,丰原药业,6,7.84
1811,SH603280,南方路机,6,22.38
1812,SZ002501,利源股份,6,1.15
1813,SH603329,上海雅仕,6,13.98
1814,SZ002552,宝鼎科技,6,15.71
1815,SZ300829,金丹科技,6,16.4
1816,SZ300890,翔丰华,6,36.98
1817,SZ002511,中顺洁柔,6,8.04
1818,SZ002484,江海股份,6,15.09
1819,SZ002813,路畅科技,6,28.24
1820,SZ300295,三六五网,6,8.81
1821,SZ301408,华人健康,6,11.46
1822,BJ873570,坤博精工,6,48.22
1823,SZ301365,矩阵股份,6,11.79
1824,SZ301510,固高科技,6,33.64
1825,SZ300205,ST天喻,6,6.53
1826,SZ002867,周大生,6,18.84
1827,SH600833,第一医药,6,11.08
1828,SH600990,四创电子,6,15.78
1829,SH605081,太和水,6,12.39
1830,SH603103,横店影视,6,15.17
1831,SZ301360,荣旗科技,6,44.72
1832,SZ301170,锡南科技,6,24.86
1833,SH600821,金开新能,6,5.86
1834,SZ301225,恒勃股份,6,26.37
1835,SH600864,哈投股份,6,4.95
1836,SZ301131,聚赛龙,6,36.22
1837,SZ000752,*ST西发,6,6.05
1838,SZ300445,康斯特,6,17.13
1839,SZ002797,第一创业,6,5.17
1840,SZ300162,雷曼光电,6,5.1
1841,SH688339,亿华通-U,6,35.77
1842,SZ002707,众信旅游,6,7.2
1843,SZ300538,同益股份,6,14.05
1844,SZ300908,仲景食品,6,41.68
1845,SZ300546,雄帝科技,6,10.6
1846,SZ300857,协创数据,6,55.58
1847,SH600059,古越龙山,6,9.03
1848,SZ300645,正元智慧,6,14.04
1849,SZ002076,星光股份,6,1.96
1850,SH600237,铜峰电子,6,5.79
1851,SZ000885,城发环境,6,13.09
1852,SH600248,陕建股份,6,3.93
1853,SZ002058,威尔泰,6,10.45
1854,SZ301072,中捷精工,6,22.48
1855,SZ000902,新洋丰,6,11.36
1856,SZ000996,*ST中期,6,2.35
1857,SH600151,航天机电,6,4.95
1858,SZ000685,中山公用,6,7.9
1859,SH600104,上汽集团,6,15.02
1860,SZ300691,联合光电,6,15.3
1861,SZ001323,慕思股份,6,32.51
1862,SH688475,萤石网络,6,46.5
1863,SH603317,天味食品,6,13.1
1864,SZ300775,三角防务,6,22.61
1865,SZ000155,川能动力,6,10.88
1866,SZ002895,川恒股份,6,18.99
1867,SH688188,柏楚电子,6,297.53
1868,SZ300468,四方精创,6,8.39
1869,SZ002676,顺威股份,6,4.11
1870,SZ002820,桂发祥,6,9.17
1871,BJ873593,鼎智科技,6,29.77
1872,SZ000543,皖能电力,6,8.94
1873,SZ002671,龙泉股份,6,4.23
1874,SZ300832,新产业,6,65.81
1875,SZ300997,欢乐家,6,15.23
1876,SH603838,四通股份,6,5.67
1877,SZ300695,兆丰股份,6,43.53
1878,SZ002591,恒大高新,6,4.79
1879,SH688048,长光华芯,6,38.12
1880,SH688079,美迪凯,6,7.57
1881,SH600926,杭州银行,6,11.35
1882,SZ000759,中百集团,6,3.93
1883,SH603171,税友股份,6,23.71
1884,SH603096,新经典,6,16.46
1885,SH603396,金辰股份,6,37.66
1886,SZ300128,锦富技术,6,3.77
1887,SZ000591,太阳能,6,5.23
1888,SZ000411,英特集团,6,10.3
1889,SZ301456,盘古智能,6,26.91
1890,SZ002339,积成电子,6,6.18
1891,BJ836807,奔朗新材,6,5.43
1892,BJ871478,巨能股份,6,15.08
1893,SH600406,国电南瑞,6,24.7
1894,SH605303,园林股份,6,8.5
1895,SZ000708,中信特钢,6,15.16
1896,SH600830,香溢融通,6,6.3
1897,SZ301378,通达海,6,32.56
1898,SZ000528,柳工,6,10.52
1899,SZ000539,粤电力A,6,5.43
1900,SH688007,光峰科技,6,19.66
1901,SZ300073,当升科技,6,47.01
1902,SZ002881,美格智能,6,22.21
1903,SZ301119,正强股份,6,20.1
1904,SZ301323,新莱福,6,33.72
1905,SH603267,鸿远电子,6,31.09
1906,SZ002639,雪人股份,6,6.75
1907,SH603319,湘油泵,6,16.68
1908,SZ002779,中坚科技,6,33.9
1909,SZ301505,苏州规划,6,24.7
1910,SH688480,赛恩斯,6,33.0
1911,SZ000680,山推股份,6,8.51
1912,SZ000686,东北证券,6,6.65
1913,SZ000635,英力特,6,7.25
1914,SH605589,圣泉集团,6,18.76
1915,SZ000856,冀东装备,6,9.33
1916,SH601636,旗滨集团,6,7.52
1917,SH605090,九丰能源,6,27.43
1918,SH688050,爱博医疗,6,127.08
1919,SZ301136,招标股份,6,8.9
1920,SH603156,养元饮品,6,25.81
1921,SH603015,弘讯科技,6,7.46
1922,SZ301178,天亿马,6,20.44
1923,SZ000822,山东海化,6,7.31
1924,SH600141,兴发集团,6,20.45
1925,SZ000919,金陵药业,6,6.8
1926,SH600202,哈空调,6,4.95
1927,SH601818,光大银行,6,3.02
1928,SZ001213,中铁特货,6,4.12
1929,SZ002596,海南瑞泽,6,2.02
1930,SH688234,天岳先进,6,45.85
1931,SZ300306,远方信息,6,9.88
1932,SZ002480,新筑股份,6,3.84
1933,SH601375,中原证券,6,3.49
1934,SZ301518,长华化学,6,19.11
1935,SZ300660,江苏雷利,6,25.0
1936,SZ002766,索菱股份,6,4.24
1937,SZ300530,领湃科技,6,20.13
1938,SZ300949,奥雅股份,6,36.83
1939,SZ002333,罗普斯金,6,6.53
1940,SH601133,柏诚股份,6,10.5
1941,SZ002265,建设工业,6,10.12
1942,SH600183,生益科技,6,16.33
1943,SH600195,中牧股份,6,8.65
1944,SZ301187,欧圣电气,6,19.85
1945,SZ301088,戎美股份,6,12.45
1946,SZ000812,陕西金叶,6,4.26
1947,SZ300007,汉威科技,6,14.47
1948,SH600818,中路股份,6,23.75
1949,SH600872,中炬高新,6,26.73
1950,SZ000563,陕国投A,6,2.96
1951,SH600579,克劳斯,6,6.25
1952,BJ872808,曙光数创,6,42.83
1953,SZ002047,宝鹰股份,6,2.09
1954,SZ002101,广东鸿图,6,11.97
1955,SH601611,中国核建,6,7.07
1956,SH600292,远达环保,6,5.33
1957,SZ003028,振邦智能,6,40.09
1958,SH600515,海南机场,6,3.4
1959,SH600386,北巴传媒,6,3.55
1960,SZ002980,华盛昌,6,28.75
1961,SH603200,上海洗霸,6,23.84
1962,SZ300430,诚益通,6,16.0
1963,SZ002356,赫美集团,6,4.1
1964,SZ300398,飞凯材料,6,11.16
1965,SZ300489,光智科技,6,20.3
1966,SZ300842,帝科股份,6,50.7
1967,SZ002523,天桥起重,6,3.18
1968,SH603659,璞泰来,6,20.0
1969,SH688313,仕佳光子,6,9.77
1970,SZ002636,金安国纪,6,6.52
1971,SZ300299,富春股份,6,4.44
1972,SH603566,普莱柯,6,17.63
1973,SZ002685,华东重机,6,3.27
1974,SZ002701,奥瑞金,6,4.49
1975,SZ002202,金风科技,6,7.65
1976,SZ002068,黑猫股份,6,9.19
1977,SH600419,天润乳业,6,9.91
1978,SH600301,华锡有色,6,15.75
1979,SZ000922,佳电股份,6,11.31
1980,SH600213,亚星客车,6,6.52
1981,SZ000818,航锦科技,6,27.06
1982,SZ000825,太钢不锈,6,3.8
1983,SH600153,建发股份,6,10.51
