,股票代码,股票简称,关注,最新价
4123,SZ301295,美硕科技,0,26.7
4124,SH601992,金隅集团,0,1.9
4125,SH600883,博闻科技,0,6.81
4126,SZ300091,金通灵,0,2.17
4127,SH600612,老凤祥,0,83.88
4128,SZ000565,渝三峡A,0,4.76
4129,SH600609,金杯汽车,0,4.63
4130,SH603071,物产环能,0,14.92
4131,SZ000589,贵州轮胎,0,5.95
4132,SH600594,益佰制药,0,4.71
4133,SH688584,上海合晶,0,17.43
4134,SH600824,益民集团,0,3.75
4135,SZ300051,琏升科技,0,9.11
4136,SH688558,国盛智科,0,21.25
4137,SH600770,综艺股份,0,3.37
4138,SH688585,上纬新材,0,6.19
4139,SH600725,云维股份,0,2.99
4140,SZ300160,秀强股份,0,5.26
4141,SZ300157,新锦动力,0,2.71
4142,SZ000505,京粮控股,0,6.38
4143,SH603507,振江股份,0,25.57
4144,SZ300121,阳谷华泰,0,8.41
4145,SZ301328,维峰电子,0,37.99
4146,SZ301319,唯特偶,0,46.46
4147,SH601908,京运通,0,3.71
4148,SZ301391,卡莱特,0,104.59
4149,SZ301260,格力博,0,12.24
4150,SZ301257,普蕊斯,0,47.68
4151,SZ300235,方直科技,0,8.96
4152,SZ000402,金融街,0,2.97
4153,SZ300220,ST金运,0,6.38
4154,SZ301196,唯科科技,0,31.1
4155,SH603187,海容冷链,0,15.0
4156,SH688097,博众精工,0,21.57
4157,SH603026,胜华新材,0,43.67
4158,SH603013,亚普股份,0,15.25
4159,SZ301198,喜悦智行,0,8.93
4160,SH603061,金海通,0,66.94
4161,SH600717,天津港,0,4.5
4162,SH603067,振华股份,0,10.13
4163,SH600720,中交设计,0,9.82
4164,SZ301100,风光股份,0,15.54
4165,SH603567,珍宝岛,0,10.99
4166,SZ300196,长海股份,0,10.0
4167,SH600797,浙大网新,0,5.42
4168,SZ002836,新宏泽,0,6.63
4169,SZ300092,科新机电,0,9.89
4170,SZ002830,名雕股份,0,11.24
4171,SH600731,湖南海利,0,6.11
4172,SH600655,豫园股份,0,6.36
4173,SZ301263,泰恩康,0,13.3
4174,SZ301290,东星医疗,0,21.75
4175,SZ301176,逸豪新材,0,11.84
4176,BJ835640,富士达,0,15.01
4177,SZ300005,探路者,0,5.16
4178,SZ301227,森鹰窗业,0,25.71
4179,SZ300032,金龙机电,0,3.9
4180,SH688001,华兴源创,0,22.51
4181,SH603076,乐惠国际,0,24.4
4182,SZ000553,安道麦A,0,6.2
4183,SH600956,新天绿能,0,8.81
4184,SZ301122,采纳股份,0,21.93
4185,SH603179,新泉股份,0,41.0
4186,SZ301273,瑞晨环保,0,18.17
4187,SH603191,望变电气,0,17.0
4188,SZ000755,山西高速,0,4.7
4189,SH688021,奥福环保,0,11.9
4190,SZ000711,*ST京蓝,0,1.87
4191,SZ301310,鑫宏业,0,35.41
4192,SZ000597,东北制药,0,4.87
4193,SZ300057,万顺新材,0,5.24
4194,SZ000533,顺钠股份,0,3.94
4195,SZ301355,南王科技,0,12.54
4196,SZ300026,红日药业,0,3.71
4197,BJ873339,恒太照明,0,4.51
4198,SZ300358,楚天科技,0,8.79
4199,SZ002822,ST中装,0,2.14
4200,SH603076,乐惠国际,0,24.4
4201,SZ000553,安道麦A,0,6.2
4202,SH600956,新天绿能,0,8.81
4203,SZ301122,采纳股份,0,21.93
4204,SH603179,新泉股份,0,41.0
4205,SZ301273,瑞晨环保,0,18.17
4206,SZ000402,金融街,0,2.97
4207,SZ300220,ST金运,0,6.38
4208,SZ000597,东北制药,0,4.87
4209,SZ300057,万顺新材,0,5.24
4210,SZ300051,琏升科技,0,9.11
4211,SZ300091,金通灵,0,2.17
4212,SZ301310,鑫宏业,0,35.41
4213,SZ301010,晶雪节能,0,13.02
4214,SZ301162,国能日新,0,44.96
4215,SZ000927,中国铁物,0,2.56
4216,SH600987,航民股份,0,8.9
4217,SH600969,郴电国际,0,5.54
4218,SH603180,金牌厨柜,0,21.14
4219,SH603010,万盛股份,0,9.51
4220,SH603016,新宏泰,0,18.27
4221,SH603043,广州酒家,0,18.49
4222,SZ001965,招商公路,0,11.73
4223,SH688056,莱伯泰科,0,24.48
4224,SH603155,新亚强,0,17.17
4225,SZ301058,中粮科工,0,8.8
4226,SH600962,国投中鲁,0,9.49
4227,BJ430478,峆一药业,0,17.33
4228,SH603181,皇马科技,0,10.1
4229,SH603187,海容冷链,0,15.0
4230,SZ301196,唯科科技,0,31.1
4231,SH688097,博众精工,0,21.57
4232,SH603026,胜华新材,0,43.67
4233,SH603013,亚普股份,0,15.25
4234,SZ301198,喜悦智行,0,8.93
4235,SH603061,金海通,0,66.94
4236,SH600717,天津港,0,4.5
4237,SH603067,振华股份,0,10.13
4238,SH603012,创力集团,0,5.49
4239,SH688015,交控科技,0,16.56
4240,SZ000758,中色股份,0,5.09
4241,SZ301109,军信股份,0,16.08
4242,SZ301098,金埔园林,0,8.16
4243,SZ000612,焦作万方,0,8.0
4244,BJ873693,阿为特,0,25.31
4245,SH688011,新光光电,0,15.71
4246,SZ301067,显盈科技,0,21.45
4247,SH600807,济南高新,0,3.37
4248,SZ301105,鸿铭股份,0,26.99
4249,SZ301031,中熔电气,0,86.0
4250,SH688098,申联生物,0,5.39
4251,SZ000990,诚志股份,0,7.25
4252,BJ832000,安徽凤凰,0,8.13
4253,SZ000906,浙商中拓,0,7.69
4254,SZ000900,现代投资,0,3.88
4255,SH605006,山东玻纤,0,5.79
4256,SH603167,渤海轮渡,0,9.86
4257,SH600966,博汇纸业,0,5.39
4258,SH688084,晶品特装,0,43.9
4259,SZ000626,远大控股,0,5.76
4260,SH605050,福然德,0,11.9
4261,SH605168,三人行,0,54.91
4262,SZ000985,大庆华科,0,14.78
4263,SZ000910,大亚圣象,0,7.16
4264,SH688113,联测科技,0,33.09
4265,SH600179,安通控股,0,2.24
4266,SZ000901,航天科技,0,7.67
4267,SH600113,浙江东日,0,7.93
4268,SZ301036,双乐股份,0,17.59
4269,SZ301028,东亚机械,0,9.34
4270,SZ000652,泰达股份,0,3.64
4271,SZ003018,金富科技,0,8.31
4272,SH688129,东来技术,0,13.2
4273,SH605080,浙江自然,0,19.92
4274,SZ301096,百诚医药,0,74.53
4275,BJ430476,海能技术,0,10.47
4276,SZ301097,天益医疗,0,41.83
4277,SZ301276,嘉曼服饰,0,20.55
4278,SH688001,华兴源创,0,22.51
4279,SH600720,中交设计,0,9.82
4280,SH688100,威胜信息,0,36.22
4281,SZ301023,江南奕帆,0,30.85
4282,SZ301171,易点天下,0,16.09
4283,SH688023,安恒信息,0,57.03
4284,SH600997,开滦股份,0,8.52
4285,SZ301529,福赛科技,0,30.25
4286,SZ002614,奥佳华,0,7.12
4287,SH688468,科美诊断,0,6.91
4288,SZ000534,万泽股份,0,11.15
4289,SZ300265,通光线缆,0,6.84
4290,SH688353,华盛锂电,0,24.11
4291,SH688588,凌志软件,0,8.91
4292,SZ200706,瓦轴B,0,1.92
4293,SH603321,梅轮电梯,0,7.31
4294,SH688582,芯动联科,0,31.76
4295,SZ200539,粤电力B,0,2.13
4296,SZ300105,龙源技术,0,6.73
4297,SZ300167,ST迪威迅,0,2.1
4298,SH601997,贵阳银行,0,5.43
4299,SH688380,中微半导,0,15.01
4300,SZ300194,福安药业,0,3.77
4301,SH603393,新天然气,0,32.34
4302,SZ002969,嘉美包装,0,3.61
4303,SH603596,伯特利,0,53.48
4304,SZ002659,凯文教育,0,3.92
4305,SH600626,申达股份,0,2.9
4306,SH688571,杭华股份,0,6.35
4307,SH688323,瑞华泰,0,13.19
4308,SZ300335,迪森股份,0,4.72
4309,SZ300320,海达股份,0,6.73
4310,SZ300165,天瑞仪器,0,4.19
4311,SH688558,国盛智科,0,21.25
4312,SH600770,综艺股份,0,3.37
4313,SH688585,上纬新材,0,6.19
4314,SH600725,云维股份,0,2.99
4315,SZ300160,秀强股份,0,5.26
4316,SZ300157,新锦动力,0,2.71
4317,SZ002800,ST天顺,0,14.36
4318,BJ873339,恒太照明,0,4.51
4319,SZ000061,农产品,0,5.73
4320,SZ002650,加加食品,0,3.11
4321,SZ300086,康芝药业,0,4.86
4322,SH600658,电子城,0,3.65
4323,SH603511,爱慕股份,0,13.99
4324,SZ002840,华统股份,0,21.09
4325,SH603601,再升科技,0,3.23
4326,SH600616,金枫酒业,0,5.75
4327,SZ300230,永利股份,0,3.86
4328,SH688329,艾隆科技,0,18.24
4329,SZ000019,深粮控股,0,6.62
4330,SZ300326,凯利泰,0,4.84
4331,SZ300198,纳川股份,0,1.73
4332,SH600608,ST沪科,0,4.34
4333,SH688332,中科蓝讯,0,55.0
4334,SZ300359,全通教育,0,4.44
4335,SH603351,威尔药业,0,22.04
4336,SZ301419,阿莱德,0,28.69
4337,SZ000062,深圳华强,0,9.36
4338,SZ000533,顺钠股份,0,3.94
4339,SZ301355,南王科技,0,12.54
4340,SZ300026,红日药业,0,3.71
4341,SH603603,退市博天,0,0.44
4342,SZ300358,楚天科技,0,8.79
4343,SZ002822,ST中装,0,2.14
4344,SZ300078,思创医惠,0,3.0
4345,SZ000504,南华生物,0,7.83
4346,SH603520,司太立,0,12.17
4347,SH603307,扬州金泉,0,42.18
4348,SZ002593,日上集团,0,3.44
4349,SZ002667,威领股份,0,8.06
4350,SZ002437,誉衡药业,0,2.08
4351,SH688328,深科达,0,16.61
4352,SZ001231,农心科技,0,16.7
4353,SH603316,诚邦股份,0,4.97
4354,SH688297,中无人机,0,35.72
4355,SZ002645,华宏科技,0,11.31
4356,SZ300599,雄塑科技,0,6.26
4357,SH688373,盟科药业-U,0,5.3
4358,SZ300721,怡达股份,0,12.98
4359,SZ300584,海辰药业,0,16.76
4360,SH688382,益方生物-U,0,9.49
4361,SZ002218,拓日新能,0,3.69
4362,SZ001201,东瑞股份,0,20.01
4363,SZ300404,博济医药,0,7.14
4364,SZ002209,达意隆,0,8.85
4365,SZ002203,海亮股份,0,9.79
4366,SH601366,利群股份,0,4.96
4367,SH688210,统联精密,0,17.58
4368,SZ300682,朗新集团,0,11.01
4369,SZ002515,金字火腿,0,4.47
4370,SZ300270,中威电子,0,5.9
4371,SH688183,生益电子,0,10.01
4372,BJ835184,国源科技,0,5.68
4373,BJ836504,博迅生物,0,15.35
4374,SZ300267,尔康制药,0,2.51
4375,SH601200,上海环境,0,9.1
4376,SH603855,华荣股份,0,22.8
4377,SZ300506,名家汇,0,3.99
4378,SZ300257,开山股份,0,12.42
4379,SZ002948,青岛银行,0,3.29
4380,SZ002633,申科股份,0,7.71
4381,SZ301500,飞南资源,0,27.0
4382,SZ300412,迦南科技,0,3.86
4383,SZ002470,金正大,0,1.5
4384,SZ002785,万里石,0,25.06
4385,SZ002960,青鸟消防,0,13.94
4386,SZ300332,天壕能源,0,6.28
4387,SZ002606,大连电瓷,0,7.14
4388,SZ300523,辰安科技,0,20.54
4389,SH688257,新锐股份,0,25.39
4390,SH688391,钜泉科技,0,46.01
4391,SH603226,菲林格尔,0,4.43
4392,SZ002245,蔚蓝锂芯,0,8.16
4393,SZ300772,运达股份,0,9.18
4394,SZ300796,贝斯美,0,14.46
4395,SZ002569,ST步森,0,5.78
4396,SZ300275,梅安森,0,8.93
4397,SZ300266,兴源环境,0,1.89
4398,SZ002476,宝莫股份,0,5.12
4399,SZ002416,爱施德,0,12.18
4400,SZ002734,利民股份,0,7.52
4401,SZ300368,汇金股份,0,5.01
4402,SZ002743,富煌钢构,0,4.56
4403,SZ300111,向日葵,0,2.42
4404,SH688209,英集芯,0,12.21
4405,SZ300102,乾照光电,0,6.88
4406,SH688550,瑞联新材,0,34.04
4407,SH688456,有研粉材,0,26.61
4408,SZ000011,深物业A,0,8.16
4409,SH688553,汇宇制药-W,0,13.2
4410,SZ300328,宜安科技,0,5.61
4411,SZ002940,昂利康,0,15.69
4412,SZ001358,兴欣新材,0,38.6
4413,SZ002482,*ST广田,0,1.69
4414,SZ002658,雪迪龙,0,7.02
4415,SH603565,中谷物流,0,9.1
4416,SZ300272,开能健康,0,5.22
4417,SZ002243,力合科创,0,6.56
4418,SH600035,楚天高速,0,4.53
4419,SZ300935,盈建科,0,17.58
4420,SZ300953,震裕科技,0,65.58
4421,SZ200030,富奥B,0,2.77
4422,SH600008,首创环保,0,2.84
4423,SZ200012,南玻B,0,2.24
4424,SH601229,上海银行,0,6.78
4425,SH688681,科汇股份,0,10.09
4426,SH688670,金迪克,0,18.22
4427,SZ002328,新朋股份,0,5.11
4428,SZ300720,海川智能,0,15.08
4429,SZ002580,圣阳股份,0,7.13
4430,SZ002721,*ST金一,0,2.99
4431,SZ300677,英科医疗,0,22.3
4432,SZ300982,苏文电能,0,18.72
4433,SH688190,云路股份,0,86.45
4434,SZ300988,津荣天宇,0,20.0
4435,BJ832978,开特股份,0,9.65
4436,SZ300833,浩洋股份,0,104.52
4437,SH688627,精智达,0,59.1
4438,SZ300831,派瑞股份,0,10.54
4439,SH688630,芯碁微装,0,58.62
4440,SZ002556,辉隆股份,0,5.29
4441,SZ002360,同德化工,0,6.39
4442,SZ200025,特力B,0,3.78
4443,SH900932,陆家B股,0,0.349
4444,SZ300621,维业股份,0,8.0
4445,SZ002574,明牌珠宝,0,6.84
4446,SH900923,百联B股,0,0.477
4447,SH900929,锦旅B股,0,1.198
4448,SZ300855,图南股份,0,22.91
4449,SH688702,盛科通信-U,0,32.45
4450,SZ002592,ST八菱,0,5.19
4451,SH603956,威派格,0,7.04
4452,SH603950,长源东谷,0,15.13
4453,SH603685,晨丰科技,0,14.18
4454,SZ300710,万隆光电,0,17.91
4455,SZ002496,辉丰股份,0,2.52
4456,SH601228,广州港,0,3.55
4457,SH601069,西部黄金,0,12.82
4458,SZ300597,吉大通信,0,7.25
4459,SH603901,永创智能,0,8.18
4460,SZ002522,浙江众成,0,4.1
4461,SZ300449,汉邦高科,0,4.3
4462,SH600054,黄山旅游,0,13.71
4463,SH688299,长阳科技,0,12.64
4464,SH688293,奥浦迈,0,34.62
4465,SH603978,深圳新星,0,12.34
4466,SZ300410,正业科技,0,6.08
4467,SZ300416,苏试试验,0,12.9
4468,SZ300321,同大股份,0,20.6
4469,SZ300314,戴维医疗,0,10.92
4470,SZ300401,花园生物,0,10.7
4471,SZ300562,乐心医疗,0,9.1
4472,SH603358,华达科技,0,26.35
4473,SZ301559,中集环科,0,16.28
4474,SZ300150,世纪瑞尔,0,3.27
4475,SZ300424,航新科技,0,10.45
4476,SZ002746,仙坛股份,0,6.33
4477,SH688230,芯导科技,0,30.85
4478,SH688389,普门科技,0,17.95
4479,SH688321,微芯生物,0,20.79
4480,SH688383,新益昌,0,62.52
4481,SH688278,特宝生物,0,63.2
4482,SH603355,莱克电气,0,24.49
4483,SH688598,金博股份,0,44.6
4484,SZ300388,节能国祯,0,6.3
4485,SH688191,智洋创新,0,16.26
4486,SH688620,安凯微,0,8.15
4487,SZ002204,大连重工,0,4.72
4488,SZ002350,北京科锐,0,5.26
4489,BJ870866,绿亨科技,0,6.09
4490,SH688226,威腾电气,0,15.29
4491,SZ002736,国信证券,0,8.4
4492,SZ300883,龙利得,0,5.1
4493,SZ002399,海普瑞,0,8.84
4494,SZ002382,蓝帆医疗,0,5.45
4495,SZ002763,汇洁股份,0,7.46
4496,SZ002228,合兴包装,0,2.74
4497,SZ002231,奥维通信,0,4.56
4498,SZ002430,杭氧股份,0,30.06
4499,SH688798,艾为电子,0,51.88
4500,BJ870656,海昇药业,0,14.94
4501,SH601339,百隆东方,0,5.53
4502,BJ833580,科创新材,0,5.71
4503,SH603208,江山欧派,0,25.88
4504,SZ300614,百川畅银,0,12.21
4505,SH603353,和顺石油,0,17.29
4506,SH603359,东珠生态,0,4.7
4507,SH688352,颀中科技,0,9.84
4508,SH688722,同益中,0,11.78
4509,SZ300742,*ST越博,0,3.94
4510,SZ002534,西子洁能,0,10.37
4511,SH688623,双元科技,0,58.92
4512,SH688689,银河微电,0,17.9
4513,SH688698,伟创电气,0,25.35
4514,SH603883,老百姓,0,30.42
4515,SH603777,来伊份,0,10.92
4516,SZ300581,晨曦航空,0,7.7
4517,SH603931,格林达,0,19.61
4518,SH600070,ST富润,0,1.55
4519,SH603819,神力股份,0,12.86
4520,BJ833943,优机股份,0,9.92
4521,SZ200029,深深房B,0,2.13
4522,SH900906,中毅达B,0,0.153
4523,SH900945,海控B股,0,0.192
4524,SZ300426,唐德影视,0,8.44
4525,SZ300877,金春股份,0,13.97
4526,SH603915,国茂股份,0,13.08
4527,SZ300656,民德电子,0,18.76
4528,SZ300647,超频三,0,4.38
4529,SH688767,博拓生物,0,24.82
4530,SH688638,誉辰智能,0,43.72
4531,SH688289,圣湘生物,0,18.1
4532,SZ300572,安车检测,0,13.7
4533,SZ300563,神宇股份,0,13.4
4534,SZ200026,飞亚达B,0,7.26
4535,SZ300916,朗特智能,0,24.16
4536,SH688819,天能股份,0,29.17
4537,SZ002429,兆驰股份,0,4.86
4538,SZ002296,辉煌科技,0,7.5
4539,SH603281,江瀚新材,0,24.8
4540,SZ300961,深水海纳,0,9.17
4541,SH600067,冠城大通,0,2.03
4542,SZ300534,陇神戎发,0,8.02
4543,SZ002246,北化股份,0,8.72
4544,SZ300717,华信新材,0,13.3
4545,SH603637,镇海股份,0,7.37
4546,SH601199,江南水务,0,4.86
4547,SZ300918,南山智尚,0,9.37
4548,SZ002244,滨江集团,0,6.01
4549,BJ837403,康农种业,0,13.45
4550,BJ832522,纳科诺尔,0,18.25
4551,SH603713,密尔克卫,0,56.66
4552,SZ300966,共同药业,0,16.27
4553,SZ002256,兆新股份,0,2.14
4554,SZ300947,德必集团,0,10.93
4555,SZ300861,美畅股份,0,26.54
4556,SZ300867,圣元环保,0,12.09
4557,SZ300885,海昌新材,0,7.55
4558,SZ002258,利尔化学,0,9.23
4559,SZ300963,中洲特材,0,10.63
4560,SH900926,宝信B,0,2.057
4561,SH688622,禾信仪器,0,18.01
4562,SH688646,逸飞激光,0,32.25
4563,SZ300894,火星人,0,14.46
4564,SH900921,丹科B股,0,0.135
4565,SZ200020,深华发B,0,2.53
4566,SH900939,汇丽B,0,0.384
4567,SZ200505,京粮B,0,2.24
4568,SH900943,开开B股,0,0.465
4569,SH688285,高铁电气,0,7.0
4570,SZ200054,建车B,0,3.32
4571,SH688669,聚石化学,0,13.5
4572,BJ831370,新安洁,0,2.36
4573,SH688269,凯立新材,0,27.13
4574,SZ200530,冰山B,0,1.48
4575,SH600525,长园集团,0,4.52
4576,SH601678,滨化股份,0,4.1
4577,SH601827,三峰环境,0,7.72
4578,SH600509,天富能源,0,6.33
4579,SH600530,ST交昂,0,2.29
4580,SH601808,中海油服,0,18.93
4581,SZ002107,沃华医药,0,4.67
4582,SH605389,长龄液压,0,22.83
4583,SZ002098,浔兴股份,0,5.88
4584,SH600433,冠豪高新,0,2.85
4585,SZ002083,孚日股份,0,4.95
4586,BJ870204,沪江材料,0,11.62
4587,BJ871553,凯腾精工,0,4.85
4588,SH600478,科力远,0,4.19
4589,SH600557,康缘药业,0,21.24
4590,SZ002105,信隆健康,0,4.81
4591,SH601869,长飞光纤,0,27.38
4592,SH688078,龙软科技,0,26.4
4593,BJ430418,苏轴股份,0,20.98
4594,SZ301017,漱玉平民,0,12.59
4595,SH600843,上工申贝,0,6.04
4596,SH688081,兴图新科,0,9.91
4597,SH688121,卓然股份,0,18.99
4598,SH688090,瑞松科技,0,25.88
4599,SZ301035,润丰股份,0,54.7
4600,SZ301056,森赫股份,0,8.83
4601,SZ000639,西王食品,0,3.21
4602,SH688026,洁特生物,0,11.07
4603,SZ001914,招商积余,0,9.62
4604,SH688035,德邦科技,0,33.7
4605,SH600982,宁波能源,0,3.92
4606,SH688059,华锐精密,0,64.2
4607,SZ301008,宏昌科技,0,26.86
4608,BJ430489,佳先股份,0,6.0
4609,SZ300247,融捷健康,0,2.83
4610,SZ300009,安科生物,0,9.6
4611,SZ002950,奥美医疗,0,7.84
4612,SH688359,三孚新科,0,51.52
4613,SZ002978,安宁股份,0,34.74
4614,SH688573,信宇人,0,22.68
4615,SH600671,*ST目药,0,9.26
4616,SH603318,水发燃气,0,6.61
4617,SH603312,西典新能,0,29.8
4618,SH688371,菲沃泰,0,10.86
4619,SH688395,正弦电气,0,16.23
4620,SZ000558,莱茵体育,0,2.61
4621,SZ000561,烽火电子,0,7.13
4622,SZ300137,先河环保,0,5.76
4623,SH601963,重庆银行,0,7.32
4624,SH688308,欧科亿,0,24.24
4625,SZ002831,裕同科技,0,24.38
4626,SH603330,天洋新材,0,6.55
4627,SH603489,八方股份,0,35.0
4628,SZ001336,楚环科技,0,20.5
4629,SH688320,禾川科技,0,26.61
4630,SZ300292,吴通控股,0,3.4
4631,SZ300209,ST有棵树,0,2.43
4632,SZ300018,中元股份,0,5.18
4633,SH600581,八一钢铁,0,3.29
4634,SH688528,秦川物联,0,7.98
4635,SZ002816,*ST和科,0,11.2
4636,SH688586,江航装备,0,8.57
4637,SZ300183,东软载波,0,11.49
4638,SZ300215,电科院,0,4.09
4639,SZ300138,晨光生物,0,9.75
4640,SH603315,福鞍股份,0,12.35
4641,SH688458,美芯晟,0,42.38
4642,SZ300062,中能电气,0,4.86
4643,SZ300244,迪安诊断,0,14.94
4644,SZ300193,佳士科技,0,7.68
4645,SH688570,天玛智控,0,22.91
4646,SZ002815,崇达技术,0,8.22
4647,SH603408,建霖家居,0,15.88
4648,SZ301468,博盈特焊,0,25.23
4649,SZ300262,巴安水务,0,2.24
4650,SH603590,康辰药业,0,29.25
4651,SH688314,康拓医疗,0,20.9
4652,SH603339,四方科技,0,10.93
4653,SH688595,芯海科技,0,30.13
4654,SZ300460,惠伦晶体,0,8.54
4655,SH688309,恒誉环保,0,15.46
4656,SZ002617,露笑科技,0,5.47
4657,SH688538,和辉光电-U,0,2.12
4658,SZ201872,招港B,0,8.62
4659,SH603237,五芳斋,0,27.7
4660,SH688365,光云科技,0,7.33
4661,SH688543,国科军工,0,51.87
4662,SH603535,嘉诚国际,0,15.44
4663,SZ300191,潜能恒信,0,15.45
4664,SZ000531,穗恒运A,0,6.08
4665,SZ002842,翔鹭钨业,0,7.07
4666,SH600694,大商股份,0,18.93
4667,SZ300343,联创股份,0,6.28
4668,SZ001896,豫能控股,0,4.73
4669,SH688519,南亚新材,0,19.6
4670,SZ300385,雪浪环境,0,4.65
4671,SZ200771,杭汽轮B,0,6.95
4672,SH600392,盛和资源,0,10.76
4673,SZ002033,丽江股份,0,11.02
4674,SH600458,时代新材,0,11.16
4675,BJ839371,欧福蛋业,0,4.41
4676,SZ002053,云南能投,0,11.92
4677,SZ002059,云南旅游,0,6.26
4678,SH600252,中恒集团,0,2.25
4679,SZ000893,亚钾国际,0,19.26
4680,SH600223,福瑞达,0,8.02
4681,SH600459,贵研铂业,0,16.06
4682,SZ002062,宏润建设,0,4.03
4683,SH601718,际华集团,0,2.9
4684,SH600220,江苏阳光,0,1.75
4685,SZ002017,东信和平,0,8.72
4686,SH600315,上海家化,0,17.74
4687,SZ003035,南网能源,0,4.75
4688,SZ000958,电投产融,0,3.87
4689,SH600343,航天动力,0,7.67
4690,SH600527,江南高纤,0,1.72
4691,BJ830964,润农节水,0,3.1
4692,SZ000862,银星能源,0,5.61
4693,SH600323,瀚蓝环境,0,17.23
4694,SZ003020,立方制药,0,20.36
4695,SH600520,文一科技,0,18.94
4696,SH688071,华依科技,0,26.43
4697,SZ301079,邵阳液压,0,14.15
4698,SH600967,内蒙一机,0,7.73
4699,SH600981,汇鸿集团,0,2.49
4700,SZ301102,兆讯传媒,0,13.63
4701,SH688038,中科通达,0,8.14
4702,SH688159,有方科技,0,40.77
4703,SZ301120,新特电气,0,9.32
4704,SH688153,唯捷创芯,0,50.46
4705,SH600861,北京人力,0,18.96
4706,SH688177,百奥泰,0,32.21
4707,SZ000951,中国重汽,0,17.45
4708,SH600212,绿能慧充,0,7.01
4709,SH688083,中望软件,0,77.33
4710,SH600170,上海建工,0,2.34
4711,SH600107,美尔雅,0,5.0
4712,SZ000655,金岭矿业,0,7.01
4713,SH688161,威高骨科,0,24.84
4714,SH600939,重庆建工,0,2.7
4715,SH688170,德龙激光,0,25.0
4716,SZ000905,厦门港务,0,6.48
4717,SH600182,S佳通,0,14.7
4718,SH603133,*ST碳元,0,3.48
4719,SZ003030,祖名股份,0,16.84
4720,SZ301045,天禄科技,0,18.86
4721,SH603115,海星股份,0,12.46
4722,SH688105,诺唯赞,0,29.06
4723,SZ301003,江苏博云,0,22.77
4724,SH603102,百合股份,0,34.82
4725,SZ000971,ST高升,0,1.5
4726,SH600169,太原重工,0,2.32
4727,SH600108,亚盛集团,0,2.7
4728,SZ000861,海印股份,0,1.48
4729,SZ000803,山高环能,0,4.57
4730,SZ000809,铁岭新城,0,1.71
4731,BJ835305,云创数据,0,11.99
4732,BJ835438,戈碧迦,0,19.45
4733,SH600936,广西广电,0,2.71
4734,SZ301005,超捷股份,0,33.05
4735,SZ301163,宏德股份,0,26.0
4736,SZ000669,ST金鸿,0,1.49
4737,SH688109,品茗科技,0,28.66
4738,SZ000935,四川双马,0,15.07
4739,SH688141,杰华特,0,15.07
4740,SZ301069,凯盛新材,0,19.5
4741,SH688165,埃夫特-U,0,9.4
4742,SH605177,东亚药业,0,25.12
4743,SH688155,先惠技术,0,57.72
4744,SH688158,优刻得-W,0,11.41
4745,SH688093,世华科技,0,13.2
4746,SZ301099,雅创电子,0,35.41
4747,SH688102,斯瑞新材,0,10.0
4748,SZ301055,张小泉,0,12.96
4749,SZ003003,天元股份,0,9.14
4750,SH603022,新通联,0,8.3
4751,SH600998,九州通,0,8.05
4752,SZ301062,上海艾录,0,10.3
4753,BJ836892,广咨国际,0,10.61
4754,SH600802,福建水泥,0,3.63
4755,SH600808,马钢股份,0,2.51
4756,SH603188,亚邦股份,0,2.85
4757,SZ301160,翔楼新材,0,39.74
4758,SZ301282,金禄电子,0,16.9
4759,SZ300079,数码视讯,0,5.1
4760,SH605500,森林包装,0,6.95
4761,SZ000586,汇源通信,0,9.68
4762,SH600857,宁波中百,0,9.82
4763,BJ831832,科达自控,0,12.83
4764,SZ002818,富森美,0,14.05
4765,SH600746,江苏索普,0,7.09
4766,BJ831856,浩淼科技,0,5.33
4767,SH601968,宝钢包装,0,5.29
4768,SH600642,申能股份,0,8.35
4769,SZ000417,合肥百货,0,4.93
4770,SH688425,铁建重工,0,3.98
4771,SH688443,智翔金泰-U,0,37.39
4772,SH600790,轻纺城,0,3.6
4773,SZ300022,吉峰科技,0,4.51
4774,SH600869,远东股份,0,3.99
4775,SZ301167,建研设计,0,12.27
4776,SH688019,安集科技,0,131.26
4777,SH688013,天臣医疗,0,16.74
4778,SZ301152,天力锂能,0,26.91
4779,SZ301175,中科环保,0,4.79
4780,SH600736,苏州高新,0,4.44
4781,BJ835508,殷图网联,0,20.0
4782,SZ000523,红棉股份,0,3.18
4783,SZ301283,聚胶股份,0,30.43
4784,SZ000545,金浦钛业,0,2.53
4785,SH600793,宜宾纸业,0,10.69
4786,BJ839273,一致魔芋,0,10.35
4787,SZ002872,ST天圣,0,4.8
4788,SH688045,必易微,0,25.16
4789,SZ000782,美达股份,0,4.78
4790,SZ000750,国海证券,0,3.2
4791,SZ301107,瑜欣电子,0,24.75
4792,SH600654,ST中安,0,2.59
4793,SH688037,芯源微,0,93.45
4794,SH603053,成都燃气,0,10.01
4795,SZ000590,启迪药业,0,7.16
4796,SH603059,倍加洁,0,22.78
4797,SH600618,氯碱化工,0,8.98
4798,SH600847,万里股份,0,7.89
4799,SH688055,龙腾光电,0,3.3
4800,SZ300183,东软载波,0,11.49
4801,SZ300215,电科院,0,4.09
4802,SZ300062,中能电气,0,4.86
4803,SZ300244,迪安诊断,0,14.94
4804,SZ300193,佳士科技,0,7.68
4805,SZ002617,露笑科技,0,5.47
